"RELATIONSHIP_ID","FROM_VOCABULARY_ID","FROM_DOMAIN_ID","FROM_STANDARD_CONCEPT","TO_VOCABULARY_ID","TO_DOMAIN_ID","TO_STANDARD_CONCEPT","RELATIONSHIP_COUNT"
"SNOMED cat - CPT4","SNOMED","Measurement",NA,"CPT4","Measurement","S",20
"SNOMED cat - CPT4","SNOMED","Measurement",NA,"CPT4","Observation","S",1
"SNOMED cat - CPT4","SNOMED","Measurement",NA,"CPT4","Procedure","S",1
"SNOMED cat - CPT4","SNOMED","Observation","S","CPT4","Drug",NA,6
"SNOMED cat - CPT4","SNOMED","Observation","S","CPT4","Measurement","S",16
"SNOMED cat - CPT4","SNOMED","Observation","S","CPT4","Observation","S",322
"SNOMED cat - CPT4","SNOMED","Observation","S","CPT4","Procedure","S",592
"SNOMED cat - CPT4","SNOMED","Observation",NA,"CPT4","Observation","S",4
"SNOMED cat - CPT4","SNOMED","Observation",NA,"CPT4","Procedure","S",51
"SNOMED cat - CPT4","SNOMED","Procedure","S","CPT4","Device","S",3
"SNOMED cat - CPT4","SNOMED","Procedure","S","CPT4","Drug","S",1
"SNOMED cat - CPT4","SNOMED","Procedure","S","CPT4","Drug",NA,177
"SNOMED cat - CPT4","SNOMED","Procedure","S","CPT4","Measurement","S",207
"SNOMED cat - CPT4","SNOMED","Procedure","S","CPT4","Observation","S",558
"SNOMED cat - CPT4","SNOMED","Procedure","S","CPT4","Procedure","S",13100
"SNOMED cat - CPT4","SNOMED","Procedure",NA,"CPT4","Drug",NA,5
"SNOMED cat - CPT4","SNOMED","Procedure",NA,"CPT4","Measurement","S",16
"SNOMED cat - CPT4","SNOMED","Procedure",NA,"CPT4","Observation","S",35
"SNOMED cat - CPT4","SNOMED","Procedure",NA,"CPT4","Procedure","S",401
"SPL - RxNorm","SPL","Device","C","RxNorm","Drug","S",6057
"SPL - RxNorm","SPL","Device","C","RxNorm","Drug",NA,3125
"SPL - RxNorm","SPL","Drug","C","RxNorm","Drug","S",225715
"SPL - RxNorm","SPL","Drug","C","RxNorm","Drug",NA,320254
"SPL - RxNorm","SPL","Drug",NA,"RxNorm","Drug","S",1682
"SPL - RxNorm","SPL","Drug",NA,"RxNorm","Drug",NA,839
"SPL - RxNorm","SPL","Observation","C","RxNorm","Drug","S",18
"SPL - RxNorm","SPL","Observation","C","RxNorm","Drug",NA,205
"Scale type of","LOINC","Observation",NA,"LOINC","Measurement","S",70934
"Scale type of","LOINC","Observation",NA,"LOINC","Measurement",NA,22
"Scale type of","LOINC","Observation",NA,"LOINC","Observation","S",17474
"Scale type of","SNOMED","Observation","S","ICD9Proc","Procedure","S",2
"Scale type of","SNOMED","Observation","S","SNOMED","Measurement","S",373
"Scale type of","SNOMED","Observation","S","SNOMED","Measurement",NA,1
"Scale type of","SNOMED","Observation","S","SNOMED","Observation","S",190
"Scale type of","SNOMED","Observation","S","SNOMED","Procedure","S",1
"Schema to ICDO","NAACCR","Observation",NA,"ICDO3","Condition","S",58445
"Schema to ICDO","NAACCR","Observation",NA,"ICDO3","Condition",NA,1758
"Schema to Value","NAACCR","Observation",NA,"NAACCR","Drug",NA,975
"Schema to Value","NAACCR","Observation",NA,"NAACCR","Meas Value","S",431382
"Schema to Value","NAACCR","Observation",NA,"NAACCR","Meas Value",NA,93995
"Schema to Value","NAACCR","Observation",NA,"NAACCR","Observation","S",7077
"Schema to Value","NAACCR","Observation",NA,"NAACCR","Observation",NA,195
"Schema to Value","NAACCR","Observation",NA,"NAACCR","Procedure","S",11542
"Schema to Variable","NAACCR","Observation",NA,"NAACCR","Episode",NA,1560
"Schema to Variable","NAACCR","Observation",NA,"NAACCR","Measurement","S",29397
"Schema to Variable","NAACCR","Observation",NA,"NAACCR","Measurement",NA,1588
"Schema to Variable","NAACCR","Observation",NA,"NAACCR","Metadata",NA,2535
"Schema to Variable","NAACCR","Observation",NA,"NAACCR","Observation","S",392
"Schema to Variable","NAACCR","Observation",NA,"NAACCR","Observation",NA,79063
"Setting of","LOINC","Meas Value","S","LOINC","Measurement","S",875
"Setting of","LOINC","Meas Value","S","LOINC","Measurement",NA,6
"Severity of","SNOMED","Observation","S","SNOMED","Condition","S",33
"Severity of","SNOMED","Observation","S","SNOMED","Observation","S",5
"Source - RxNorm eq","dm+d","Device",NA,"RxNorm","Drug","S",20
"Source - RxNorm eq","dm+d","Device",NA,"RxNorm Extension","Drug",NA,19
"Source - RxNorm eq","dm+d","Drug",NA,"RxNorm","Drug","S",6022
"Source - RxNorm eq","dm+d","Drug",NA,"RxNorm","Drug",NA,4005
"Source - RxNorm eq","dm+d","Drug",NA,"RxNorm Extension","Drug","S",287
"Source - RxNorm eq","dm+d","Drug",NA,"RxNorm Extension","Drug",NA,11315
"Spec active ing of","SNOMED","Device","S","SNOMED","Device","S",127
"Spec active ing of","SNOMED","Device","S","SNOMED","Device",NA,18
"Spec active ing of","SNOMED","Device","S","SNOMED","Drug",NA,4389
"Spec active ing of","SNOMED","Device","S","SNOMED","Observation",NA,1
"Spec active ing of","SNOMED","Device",NA,"SNOMED","Drug",NA,2
"Spec active ing of","SNOMED","Drug",NA,"SNOMED","Device","S",563
"Spec active ing of","SNOMED","Drug",NA,"SNOMED","Device",NA,5
"Spec active ing of","SNOMED","Drug",NA,"SNOMED","Drug",NA,146557
"Spec active ing of","SNOMED","Drug",NA,"SNOMED","Observation","S",2
"Spec active ing of","SNOMED","Observation","S","SNOMED","Device","S",6146
"Spec active ing of","SNOMED","Observation","S","SNOMED","Device",NA,62
"Spec active ing of","SNOMED","Observation","S","SNOMED","Drug",NA,40271
"Spec active ing of","SNOMED","Observation","S","SNOMED","Observation","S",8
"Spec active ing of","SNOMED","Observation",NA,"SNOMED","Device","S",984
"Spec active ing of","SNOMED","Observation",NA,"SNOMED","Device",NA,15
"Spec active ing of","SNOMED","Observation",NA,"SNOMED","Drug",NA,4191
"Spec active ing of","SNOMED","Observation",NA,"SNOMED","Observation","S",2
"Specimen identity of","SNOMED","Device","S","SNOMED","Specimen","S",110
"Specimen identity of","SNOMED","Observation","S","SNOMED","Specimen","S",20
"Specimen morph of","SNOMED","Observation","S","SNOMED","Specimen","S",152
"Specimen morph of","SNOMED","Spec Anatomic Site","S","SNOMED","Specimen","S",4
"Specimen of","SNOMED","Specimen","S","ICD9Proc","Procedure","S",53
"Specimen of","SNOMED","Specimen","S","ICD9Proc","Procedure",NA,18
"Specimen of","SNOMED","Specimen","S","OPCS4","Measurement","S",1
"Specimen of","SNOMED","Specimen","S","SNOMED","Measurement","S",3110
"Specimen of","SNOMED","Specimen","S","SNOMED","Measurement",NA,36
"Specimen of","SNOMED","Specimen","S","SNOMED","Procedure","S",110
"Specimen proc of","SNOMED","Measurement","S","SNOMED","Specimen","S",1
"Specimen proc of","SNOMED","Procedure","S","SNOMED","Specimen","S",966
"Specimen proc of","SNOMED","Procedure","S","SNOMED","Specimen",NA,5
"Specimen proc of","SNOMED","Procedure",NA,"SNOMED","Specimen","S",17
"Specimen proc of","SNOMED","Procedure",NA,"SNOMED","Specimen",NA,1
"Specimen subst of","SNOMED","Device","S","SNOMED","Specimen","S",1
"Specimen subst of","SNOMED","Drug",NA,"SNOMED","Specimen","S",15
"Specimen subst of","SNOMED","Observation","S","SNOMED","Spec Anatomic Site","S",2
"Specimen subst of","SNOMED","Observation","S","SNOMED","Specimen","S",934
"Specimen subst of","SNOMED","Observation","S","SNOMED","Specimen",NA,7
"Specimen topo of","SNOMED","Spec Anatomic Site","S","SNOMED","Spec Anatomic Site","S",2
"Specimen topo of","SNOMED","Spec Anatomic Site","S","SNOMED","Specimen","S",1419
"Specimen topo of","SNOMED","Spec Anatomic Site","S","SNOMED","Specimen",NA,6
"Specimen topo of","SNOMED","Spec Anatomic Site",NA,"SNOMED","Specimen","S",10
"Start date of","NAACCR","Metadata",NA,"NAACCR","Episode",NA,7
"Start date of","NAACCR","Metadata",NA,"NAACCR","Measurement","S",1403
"Start date of","NAACCR","Metadata",NA,"NAACCR","Measurement",NA,8
"Start date of","NAACCR","Metadata",NA,"NAACCR","Observation",NA,4
"State of matter of","SNOMED","Observation","S","SNOMED","Drug",NA,30
"State of matter of","SNOMED","Observation","S","SNOMED","Observation","S",58
"Subject matter of","LOINC","Meas Value","S","LOINC","Measurement","S",2464
"Subject matter of","LOINC","Meas Value","S","LOINC","Measurement",NA,32
"Subst used by","SNOMED","Device","S","ICD9Proc","Procedure","S",21
"Subst used by","SNOMED","Device","S","ICD9Proc","Procedure",NA,52
"Subst used by","SNOMED","Device","S","OPCS4","Procedure","S",42
"Subst used by","SNOMED","Device","S","SNOMED","Measurement","S",2
"Subst used by","SNOMED","Device","S","SNOMED","Procedure","S",1635
"Subst used by","SNOMED","Device","S","SNOMED","Procedure",NA,81
"Subst used by","SNOMED","Device",NA,"SNOMED","Procedure","S",1
"Subst used by","SNOMED","Drug",NA,"SNOMED","Measurement","S",1
"Subst used by","SNOMED","Drug",NA,"SNOMED","Procedure","S",318
"Subst used by","SNOMED","Drug",NA,"SNOMED","Procedure",NA,7
"Subst used by","SNOMED","Observation","S","ICD9Proc","Procedure","S",8
"Subst used by","SNOMED","Observation","S","ICD9Proc","Procedure",NA,11
"Subst used by","SNOMED","Observation","S","OPCS4","Procedure","S",21
"Subst used by","SNOMED","Observation","S","SNOMED","Measurement","S",26
"Subst used by","SNOMED","Observation","S","SNOMED","Measurement",NA,1
"Subst used by","SNOMED","Observation","S","SNOMED","Observation","S",19
"Subst used by","SNOMED","Observation","S","SNOMED","Procedure","S",1413
"Subst used by","SNOMED","Observation","S","SNOMED","Procedure",NA,191
"Subst used by","SNOMED","Observation",NA,"SNOMED","Measurement","S",1
"Subst used by","SNOMED","Observation",NA,"SNOMED","Procedure","S",17
"Subst used by","SNOMED","Observation",NA,"SNOMED","Procedure",NA,2
"Subsumes","ABMS","Provider","S","ABMS","Provider","S",18
"Subsumes","ABMS","Provider","S","HES Specialty","Provider","S",8
"Subsumes","ABMS","Provider","S","Medicare Specialty","Provider","S",5
"Subsumes","ABMS","Provider","S","NUCC","Provider","S",41
"Subsumes","ATC","Drug","C","ATC","Drug","C",6321
"Subsumes","ATC","Drug","C","ATC","Drug",NA,46
"Subsumes","ATC","Drug",NA,"ATC","Drug",NA,1
"Subsumes","CCAM","Procedure",NA,"CCAM","Procedure",NA,23815
"Subsumes","CDM","Metadata","S","CDM","Metadata","S",877
"Subsumes","CMS Place of Service","Visit","S","CMS Place of Service","Visit","S",3
"Subsumes","CMS Place of Service","Visit","S","Medicare Specialty","Visit","S",2
"Subsumes","CMS Place of Service","Visit","S","NUCC","Visit","S",28
"Subsumes","CMS Place of Service","Visit","S","NUCC","Visit",NA,1
"Subsumes","CMS Place of Service","Visit","S","UB04 Typ bill","Visit","S",2
"Subsumes","CMS Place of Service","Visit","S","Visit","Visit","S",2
"Subsumes","CPT4","Measurement","C","CPT4","Measurement","C",239
"Subsumes","CPT4","Measurement","C","CPT4","Measurement","S",1412
"Subsumes","CPT4","Measurement","C","CPT4","Observation","C",1
"Subsumes","CPT4","Measurement","C","CPT4","Procedure","C",3
"Subsumes","CPT4","Measurement","C","CPT4","Procedure","S",43
"Subsumes","CPT4","Measurement","C","HCPCS","Measurement","S",2
"Subsumes","CPT4","Measurement","S","CPT4","Measurement","S",78
"Subsumes","CPT4","Measurement","S","CPT4","Procedure","S",6
"Subsumes","CPT4","Measurement","S","HCPCS","Measurement","S",3
"Subsumes","CPT4","Measurement","S","HCPCS","Observation","S",3
"Subsumes","CPT4","Measurement","S","HCPCS","Procedure","S",3
"Subsumes","CPT4","Observation","C","CPT4","Observation","C",56
"Subsumes","CPT4","Observation","C","CPT4","Observation","S",656
"Subsumes","CPT4","Observation","C","CPT4","Procedure","C",129
"Subsumes","CPT4","Observation","C","CPT4","Procedure","S",123
"Subsumes","CPT4","Observation","S","CPT4","Procedure","S",12
"Subsumes","CPT4","Observation","S","HCPCS","Measurement","S",1
"Subsumes","CPT4","Observation","S","HCPCS","Observation","S",16
"Subsumes","CPT4","Observation","S","HCPCS","Procedure","S",2
"Subsumes","CPT4","Procedure","C","CPT4","Device","S",24
"Subsumes","CPT4","Procedure","C","CPT4","Drug","S",5
"Subsumes","CPT4","Procedure","C","CPT4","Drug",NA,110
"Subsumes","CPT4","Procedure","C","CPT4","Meas Value","S",20
"Subsumes","CPT4","Procedure","C","CPT4","Measurement","C",29
"Subsumes","CPT4","Procedure","C","CPT4","Measurement","S",14
"Subsumes","CPT4","Procedure","C","CPT4","Observation","C",53
"Subsumes","CPT4","Procedure","C","CPT4","Observation","S",293
"Subsumes","CPT4","Procedure","C","CPT4","Place of Service",NA,48
"Subsumes","CPT4","Procedure","C","CPT4","Procedure","C",2953
"Subsumes","CPT4","Procedure","C","CPT4","Procedure","S",8860
"Subsumes","CPT4","Procedure","C","CPT4","Spec Anatomic Site","C",1
"Subsumes","CPT4","Procedure","C","CPT4","Spec Anatomic Site","S",29
"Subsumes","CPT4","Procedure","S","CPT4","Meas Value","S",2
"Subsumes","CPT4","Procedure","S","CPT4","Observation","S",22
"Subsumes","CPT4","Procedure","S","CPT4","Procedure","C",2
"Subsumes","CPT4","Procedure","S","CPT4","Procedure","S",191
"Subsumes","CPT4","Procedure","S","CPT4","Spec Anatomic Site","S",29
"Subsumes","CPT4","Procedure","S","HCPCS","Measurement",NA,1
"Subsumes","CPT4","Procedure","S","HCPCS","Procedure","S",41
"Subsumes","CPT4","Procedure","S","HCPCS","Procedure",NA,9
"Subsumes","CPT4","Spec Anatomic Site","C","CPT4","Procedure","S",2
"Subsumes","Condition Status","Condition Status","S","Condition Status","Condition Status","S",16
"Subsumes","HCPCS","Observation","S","CPT4","Observation","S",2
"Subsumes","HES Specialty","Provider","S","ABMS","Provider","S",1
"Subsumes","HES Specialty","Provider","S","HES Specialty","Provider","S",4
"Subsumes","HES Specialty","Provider","S","Medicare Specialty","Provider","S",1
"Subsumes","HES Specialty","Provider","S","NUCC","Provider","S",1
"Subsumes","HGNC","Measurement","S","OMOP Extension","Measurement","S",8358
"Subsumes","HemOnc","Condition",NA,"HemOnc","Condition",NA,241
"Subsumes","HemOnc","Drug","C","HemOnc","Drug","C",307
"Subsumes","HemOnc","Drug","C","HemOnc","Drug",NA,1684
"Subsumes","HemOnc","Drug","C","HemOnc","Procedure",NA,1
"Subsumes","HemOnc","Drug","C","HemOnc","Regimen","S",735
"Subsumes","HemOnc","Drug","C","RxNorm","Drug","S",1169
"Subsumes","HemOnc","Drug","C","RxNorm","Drug",NA,37
"Subsumes","HemOnc","Drug","C","RxNorm Extension","Drug","S",30
"Subsumes","HemOnc","Drug","C","RxNorm Extension","Drug",NA,5
"Subsumes","HemOnc","Procedure","S","HemOnc","Procedure","S",32
"Subsumes","ICD10","Condition",NA,"ICD10","Condition",NA,15226
"Subsumes","ICD10","Condition",NA,"ICD10","Measurement",NA,1
"Subsumes","ICD10","Condition",NA,"ICD10","Observation",NA,110
"Subsumes","ICD10","Condition",NA,"ICD10","Procedure",NA,3
"Subsumes","ICD10","Measurement",NA,"ICD10","Condition",NA,22
"Subsumes","ICD10","Measurement",NA,"ICD10","Measurement",NA,23
"Subsumes","ICD10","Observation",NA,"ICD10","Condition",NA,94
"Subsumes","ICD10","Observation",NA,"ICD10","Observation",NA,726
"Subsumes","ICD10","Observation",NA,"ICD10","Procedure",NA,9
"Subsumes","ICD10","Procedure",NA,"ICD10","Condition",NA,17
"Subsumes","ICD10","Procedure",NA,"ICD10","Measurement",NA,6
"Subsumes","ICD10","Procedure",NA,"ICD10","Observation",NA,13
"Subsumes","ICD10","Procedure",NA,"ICD10","Procedure",NA,162
"Subsumes","ICD10CM","Condition",NA,"ICD10CM","Condition",NA,263474
"Subsumes","ICD10CM","Condition",NA,"ICD10CM","Measurement",NA,2
"Subsumes","ICD10CM","Condition",NA,"ICD10CM","Observation",NA,2522
"Subsumes","ICD10CM","Condition",NA,"ICD10CM","Procedure",NA,2
"Subsumes","ICD10CM","Measurement",NA,"ICD10CM","Condition",NA,54
"Subsumes","ICD10CM","Measurement",NA,"ICD10CM","Measurement",NA,41
"Subsumes","ICD10CM","Measurement",NA,"ICD10CM","Observation",NA,30
"Subsumes","ICD10CM","Observation",NA,"ICD10CM","Condition",NA,4592
"Subsumes","ICD10CM","Observation",NA,"ICD10CM","Measurement",NA,19
"Subsumes","ICD10CM","Observation",NA,"ICD10CM","Observation",NA,9939
"Subsumes","ICD10CM","Observation",NA,"ICD10CM","Procedure",NA,4
"Subsumes","ICD10CM","Procedure",NA,"ICD10CM","Observation",NA,1
"Subsumes","ICD10CM","Procedure",NA,"ICD10CM","Procedure",NA,1
"Subsumes","ICD9CM","Condition",NA,"ICD9CM","Condition",NA,22562
"Subsumes","ICD9CM","Condition",NA,"ICD9CM","Measurement",NA,26
"Subsumes","ICD9CM","Condition",NA,"ICD9CM","Observation",NA,153
"Subsumes","ICD9CM","Condition",NA,"ICD9CM","Procedure",NA,3
"Subsumes","ICD9CM","Measurement",NA,"ICD9CM","Condition",NA,17
"Subsumes","ICD9CM","Measurement",NA,"ICD9CM","Measurement",NA,17
"Subsumes","ICD9CM","Measurement",NA,"ICD9CM","Procedure",NA,3
"Subsumes","ICD9CM","Observation",NA,"ICD9CM","Condition",NA,472
"Subsumes","ICD9CM","Observation",NA,"ICD9CM","Observation",NA,1464
"Subsumes","ICD9CM","Observation",NA,"ICD9CM","Procedure",NA,58
"Subsumes","ICD9CM","Procedure",NA,"ICD9CM","Condition",NA,19
"Subsumes","ICD9CM","Procedure",NA,"ICD9CM","Measurement",NA,16
"Subsumes","ICD9CM","Procedure",NA,"ICD9CM","Observation",NA,50
"Subsumes","ICD9CM","Procedure",NA,"ICD9CM","Procedure",NA,295
"Subsumes","ICD9Proc","Procedure","S","ICD9Proc","Procedure","S",1358
"Subsumes","ICD9Proc","Procedure","S","SNOMED","Measurement","S",16
"Subsumes","ICD9Proc","Procedure","S","SNOMED","Observation","S",20
"Subsumes","ICD9Proc","Procedure","S","SNOMED","Procedure","S",1225
"Subsumes","ICD9Proc","Procedure",NA,"HCPCS","Procedure","S",1
"Subsumes","LOINC","Measurement","C","LOINC","Measurement","C",7812
"Subsumes","LOINC","Measurement","C","LOINC","Measurement","S",162483
"Subsumes","LOINC","Measurement","C","LOINC","Measurement",NA,8708
"Subsumes","LOINC","Measurement","C","LOINC","Observation","C",55
"Subsumes","LOINC","Measurement","C","LOINC","Observation","S",5398
"Subsumes","LOINC","Measurement","C","LOINC","Observation",NA,8132
"Subsumes","LOINC","Observation","C","LOINC","Measurement","C",1
"Subsumes","LOINC","Observation","C","LOINC","Measurement","S",10069
"Subsumes","LOINC","Observation","C","LOINC","Measurement",NA,1039
"Subsumes","LOINC","Observation","C","LOINC","Observation","C",128
"Subsumes","LOINC","Observation","C","LOINC","Observation","S",28505
"Subsumes","LOINC","Observation","C","LOINC","Observation",NA,2596
"Subsumes","LOINC","Observation",NA,"LOINC","Measurement","C",37001
"Subsumes","LOINC","Observation",NA,"LOINC","Observation","C",1335
"Subsumes","LOINC","Observation",NA,"LOINC","Observation",NA,21311
"Subsumes","Medicare Specialty","Provider","S","ABMS","Provider","S",95
"Subsumes","Medicare Specialty","Provider","S","HES Specialty","Provider","S",70
"Subsumes","Medicare Specialty","Provider","S","Medicare Specialty","Provider","S",37
"Subsumes","Medicare Specialty","Provider","S","NUCC","Provider","S",185
"Subsumes","Medicare Specialty","Visit","S","CMS Place of Service","Visit","S",2
"Subsumes","Medicare Specialty","Visit","S","Medicare Specialty","Visit","S",2
"Subsumes","Medicare Specialty","Visit","S","NUCC","Visit","S",3
"Subsumes","NUCC","Provider","S","HES Specialty","Provider","S",1
"Subsumes","NUCC","Provider","S","Medicare Specialty","Provider","S",5
"Subsumes","NUCC","Provider","S","NUCC","Provider","S",263
"Subsumes","NUCC","Provider","S","NUCC","Provider",NA,2
"Subsumes","NUCC","Provider",NA,"NUCC","Provider","S",4
"Subsumes","NUCC","Visit","S","CMS Place of Service","Visit","S",4
"Subsumes","NUCC","Visit","S","HES Specialty","Visit","S",1
"Subsumes","NUCC","Visit","S","NUCC","Visit","S",77
"Subsumes","OMOP Extension","Condition","S","OMOP Extension","Condition","S",3
"Subsumes","OMOP Extension","Condition","S","SNOMED","Condition","S",2
"Subsumes","OMOP Extension","Measurement","S","CPT4","Measurement","S",1
"Subsumes","OMOP Extension","Measurement","S","CPT4","Procedure","S",3
"Subsumes","OMOP Extension","Measurement","S","HCPCS","Measurement","S",2
"Subsumes","OMOP Extension","Measurement","S","LOINC","Measurement","S",55
"Subsumes","OMOP Extension","Measurement","S","OMOP Extension","Measurement","S",193
"Subsumes","OMOP Extension","Measurement","S","SNOMED","Measurement","S",6
"Subsumes","OMOP Extension","Measurement","S","SNOMED","Measurement",NA,2
"Subsumes","OMOP Extension","Observation","S","OMOP Extension","Observation","S",100
"Subsumes","OSM","Geography","S","OSM","Geography","S",203269
"Subsumes","OSM","Geography","S","US Census","Geography","S",4
"Subsumes","PHDSC","Payer","S","PHDSC","Payer","S",149
"Subsumes","PHDSC","Payer","S","PHDSC","Payer",NA,3
"Subsumes","Race","Race","S","Race","Race","S",45
"Subsumes","RxNorm","Drug","S","HCPCS","Drug","S",4
"Subsumes","SNOMED","Condition","S","ICDO3","Condition","S",167694
"Subsumes","SNOMED","Condition","S","OMOP Extension","Condition","S",8
"Subsumes","SNOMED","Condition","S","OMOP Extension","Observation","S",1
"Subsumes","SNOMED","Condition","S","OPCS4","Condition","S",1
"Subsumes","SNOMED","Condition","S","SNOMED","Condition","S",208681
"Subsumes","SNOMED","Condition","S","SNOMED","Condition",NA,7482
"Subsumes","SNOMED","Condition","S","SNOMED","Gender",NA,3
"Subsumes","SNOMED","Condition","S","SNOMED","Measurement","S",38
"Subsumes","SNOMED","Condition","S","SNOMED","Measurement",NA,27
"Subsumes","SNOMED","Condition","S","SNOMED","Observation","S",502
"Subsumes","SNOMED","Condition","S","SNOMED","Observation",NA,100
"Subsumes","SNOMED","Condition","S","SNOMED","Procedure",NA,4
"Subsumes","SNOMED","Condition","S","SNOMED","Race",NA,1
"Subsumes","SNOMED","Condition",NA,"ICDO3","Condition","S",106
"Subsumes","SNOMED","Condition",NA,"SNOMED","Condition","S",4046
"Subsumes","SNOMED","Condition",NA,"SNOMED","Condition",NA,2071
"Subsumes","SNOMED","Condition",NA,"SNOMED","Measurement",NA,1
"Subsumes","SNOMED","Condition",NA,"SNOMED","Observation","S",68
"Subsumes","SNOMED","Condition",NA,"SNOMED","Observation",NA,28
"Subsumes","SNOMED","Device","S","OPCS4","Device","S",1
"Subsumes","SNOMED","Device","S","SNOMED","Device","S",374782
"Subsumes","SNOMED","Device","S","SNOMED","Device",NA,776
"Subsumes","SNOMED","Device","S","SNOMED","Drug",NA,14
"Subsumes","SNOMED","Device","S","SNOMED","Observation",NA,28
"Subsumes","SNOMED","Device","S","SNOMED","Unit",NA,1
"Subsumes","SNOMED","Device",NA,"SNOMED","Device","S",1812
"Subsumes","SNOMED","Device",NA,"SNOMED","Device",NA,51
"Subsumes","SNOMED","Device",NA,"SNOMED","Drug",NA,28
"Subsumes","SNOMED","Device",NA,"SNOMED","Observation","S",2
"Subsumes","SNOMED","Device",NA,"SNOMED","Observation",NA,3
"Subsumes","SNOMED","Drug",NA,"SNOMED","Device","S",3622
"Subsumes","SNOMED","Drug",NA,"SNOMED","Device",NA,52
"Subsumes","SNOMED","Drug",NA,"SNOMED","Drug",NA,400441
"Subsumes","SNOMED","Drug",NA,"SNOMED","Observation","S",392
"Subsumes","SNOMED","Drug",NA,"SNOMED","Observation",NA,610
"Subsumes","SNOMED","Gender",NA,"SNOMED","Gender",NA,10
"Subsumes","SNOMED","Meas Value","S","SNOMED","Meas Value","S",227
"Subsumes","SNOMED","Meas Value","S","SNOMED","Meas Value",NA,1
"Subsumes","SNOMED","Meas Value","S","SNOMED","Spec Disease Status","S",2
"Subsumes","SNOMED","Measurement","S","CPT4","Procedure","S",2
"Subsumes","SNOMED","Measurement","S","HCPCS","Device","S",1
"Subsumes","SNOMED","Measurement","S","HCPCS","Drug","S",3
"Subsumes","SNOMED","Measurement","S","HCPCS","Drug",NA,2
"Subsumes","SNOMED","Measurement","S","HCPCS","Measurement","S",20
"Subsumes","SNOMED","Measurement","S","HCPCS","Observation","S",4
"Subsumes","SNOMED","Measurement","S","HCPCS","Procedure","S",2
"Subsumes","SNOMED","Measurement","S","ICD9Proc","Procedure","S",85
"Subsumes","SNOMED","Measurement","S","LOINC","Measurement","S",16578
"Subsumes","SNOMED","Measurement","S","LOINC","Measurement",NA,1
"Subsumes","SNOMED","Measurement","S","OMOP Extension","Measurement","S",47
"Subsumes","SNOMED","Measurement","S","OPCS4","Measurement","S",6
"Subsumes","SNOMED","Measurement","S","SNOMED","Condition","S",2
"Subsumes","SNOMED","Measurement","S","SNOMED","Measurement","S",16262
"Subsumes","SNOMED","Measurement","S","SNOMED","Measurement",NA,177
"Subsumes","SNOMED","Measurement","S","SNOMED","Observation","S",2
"Subsumes","SNOMED","Measurement","S","SNOMED","Observation",NA,188
"Subsumes","SNOMED","Measurement","S","SNOMED","Procedure","S",3
"Subsumes","SNOMED","Measurement","S","SNOMED","Procedure",NA,6
"Subsumes","SNOMED","Measurement",NA,"SNOMED","Condition","S",6
"Subsumes","SNOMED","Measurement",NA,"SNOMED","Measurement","S",904
"Subsumes","SNOMED","Measurement",NA,"SNOMED","Measurement",NA,21
"Subsumes","SNOMED","Measurement",NA,"SNOMED","Observation","S",3
"Subsumes","SNOMED","Measurement",NA,"SNOMED","Procedure","S",1
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Condition","S",1
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Condition",NA,335
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Drug",NA,53
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Measurement","S",1
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Metadata",NA,1301
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Observation","S",11
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Observation",NA,208
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Procedure","S",1
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Procedure",NA,52
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Spec Anatomic Site","S",1
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Spec Anatomic Site",NA,7
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Specimen","S",1
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Specimen",NA,4
"Subsumes","SNOMED","Metadata",NA,"SNOMED","Type Concept",NA,4
"Subsumes","SNOMED","Observation","S","HCPCS","Device","S",13
"Subsumes","SNOMED","Observation","S","HCPCS","Measurement","S",1
"Subsumes","SNOMED","Observation","S","HCPCS","Observation","S",197
"Subsumes","SNOMED","Observation","S","HCPCS","Procedure","S",97
"Subsumes","SNOMED","Observation","S","HCPCS","Procedure",NA,5
"Subsumes","SNOMED","Observation","S","ICD9Proc","Procedure","S",23
"Subsumes","SNOMED","Observation","S","ICDO3","Observation","S",427
"Subsumes","SNOMED","Observation","S","OMOP Extension","Observation","S",13
"Subsumes","SNOMED","Observation","S","OPCS4","Observation","S",56
"Subsumes","SNOMED","Observation","S","SNOMED","Condition","S",46
"Subsumes","SNOMED","Observation","S","SNOMED","Condition",NA,204
"Subsumes","SNOMED","Observation","S","SNOMED","Device","S",520
"Subsumes","SNOMED","Observation","S","SNOMED","Device",NA,13
"Subsumes","SNOMED","Observation","S","SNOMED","Drug",NA,4433
"Subsumes","SNOMED","Observation","S","SNOMED","Meas Value","S",45
"Subsumes","SNOMED","Observation","S","SNOMED","Meas Value Operator","S",5
